8.533329999999999700e+02, -3.117920000000000136e-01
8.533500000000000227e+02, 2.278659999999999908e+00
8.533669999999999618e+02, 1.352940000000000031e+00
8.533830000000000382e+02, 1.076980000000000048e+00
8.533999999999999773e+02, -3.792030000000000123e-01
8.534170000000000300e+02, -6.362750000000000350e-01
8.534329999999999927e+02, -1.597949999999999926e-01
8.534500000000000455e+02, 5.229949999999999877e-01
8.534669999999999845e+02, 6.782489999999999908e-01
8.534829999999999472e+02, -1.625129999999999963e+00
8.535000000000000000e+02, -1.752660000000000107e+00
8.535170000000000528e+02, -1.171349999999999891e+00
8.535330000000000155e+02, -8.084320000000000395e-01
8.535499999999999545e+02, -3.628859999999999864e-01
8.535670000000000073e+02, 1.088840000000000030e+00
8.535829999999999700e+02, -3.132150000000000212e-01
8.536000000000000227e+02, -4.975060000000000038e-01
8.536169999999999618e+02, -4.580500000000000127e-01
8.536330000000000382e+02, -5.025640000000000107e-01
8.536499999999999773e+02, 9.928099999999999425e-02
8.536670000000000300e+02, 1.086889999999999912e+00
8.536829999999999927e+02, 7.394079999999999542e-01
8.537000000000000455e+02, -9.300559999999999938e-01
8.537169999999999845e+02, -8.244740000000000402e-01
8.537329999999999472e+02, -8.240579999999999572e-01
8.537500000000000000e+02, 8.454000000000000403e-01
8.537670000000000528e+02, -2.688220000000000054e-01
8.537830000000000155e+02, 5.076060000000000294e-02
8.537999999999999545e+02, -2.129919999999999869e-01
8.538170000000000073e+02, 2.309740000000000126e-01
8.538329999999999700e+02, -1.866740000000000066e-01
8.538500000000000227e+02, -1.197489999999999943e+00
8.538669999999999618e+02, -1.130800000000000027e+00
8.538830000000000382e+02, -7.241540000000000477e-02
8.538999999999999773e+02, 3.799120000000000275e-01
8.539170000000000300e+02, 1.460409999999999986e+00
8.539329999999999927e+02, 2.656829999999999803e+00
8.539500000000000455e+02, -1.023290000000000033e-01
8.539669999999999845e+02, -4.724740000000000051e-01
8.539829999999999472e+02, -9.299509999999999721e-01
8.540000000000000000e+02, -1.759479999999999933e+00
8.540170000000000528e+02, -1.101339999999999986e+00
8.540330000000000155e+02, -2.732120000000000104e-01
8.540499999999999545e+02, -5.198040000000000438e-01
8.540670000000000073e+02, 4.194919999999999760e-01
8.540829999999999700e+02, -2.279420000000000057e-01
8.541000000000000227e+02, 1.776610000000000023e+00
8.541169999999999618e+02, -1.242329999999999934e+00
8.541330000000000382e+02, -6.049459999999999837e-01
